Outcomes ID,Screening ID,Método,Figura,Grupos,Observações gerais da figura ou desfecho
294,142,1.1 - Ensaio de redução de MTT e análogos,Figure 3B,Control (1) and Ab40 (5),
295,143,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control and 20uM Ab40,
296,143,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control and 40uM Ab40,
297,143,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control and 60uM Ab40,
298,143,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control and 80uM Ab40,
299,143,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control and 100uM Ab40,
300,143,1.1 - Ensaio de redução de MTT e análogos,Figure 1,Control and 120uM Ab40,
301,145,1.1 - Ensaio de redução de MTT e análogos,Figure 7A,"Untreated and Ab42 5uM (5,5mM glucose)",
302,145,1.1 - Ensaio de redução de MTT e análogos,Figure 7A,"Untreated and Ab42 5uM (30,5mM glucose)",
303,147,1.1 - Ensaio de redução de MTT e análogos,Figure 1a,Untreated and Abeta (white bar),
304,147,2.2 - Marcadores diretos de apoptose,Table 1,Control and Abeta,
305,147,1.1 - Ensaio de redução de MTT e análogos,Figure 4,Untreated and Abeta (black bar),
306,149,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0/0) and Ab treated (25uM/0),
307,149,3.1 - Níveis de espécies reativas de oxigênio,Figure 1B,Control (0/0) and Ab treated (25uM/0),
308,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,"Control (0) and 0,5uM Ab42",
309,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 1uM Ab42,
310,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 2uM Ab42,
311,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 5uM Ab42,
312,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 10uM Ab42,
313,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 20uM Ab42,
314,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,"Control (0) and 0,5uM Ab43",
315,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 1uM Ab43,
316,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 2uM Ab43,
317,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 5uM Ab43,
318,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 10uM Ab43,
319,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 20uM Ab43,
320,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,"Control (0) and 0,5uM Ab40",
321,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 1uM Ab40,
322,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 2uM Ab40,
323,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 5uM Ab40,
324,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 10uM Ab40,
325,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1A,Control (0) and 20uM Ab40,
326,150,1.1 - Ensaio de redução de MTT e análogos,Figure 1C,Control (0 - white bar) and 0 REB/10uM Ab43,
327,152,1.2 - Ensaio de liberação de LDH,Figure 5,Control (DMSO) and bA4 1-40,
328,153,1.1 - Ensaio de redução de MTT e análogos,Figure 3A,Vehicle and Ab1-42,
329,153,1.2 - Ensaio de liberação de LDH,Figure 3B,Vehicle and Ab1-42,
330,153,2.2 - Marcadores diretos de apoptose,Figure 3C,Vehicle and Ab1-42,
331,153,3.2 - Dano ao potencial de membrana mitocondrial,Figure 4A,Vehicle and Ab1-42,
332,153,3.2 - Dano ao potencial de membrana mitocondrial,Figure 4B,Vehicle and Ab1-42,
333,153,3.1 - Níveis de espécies reativas de oxigênio,Figure 4C,Vehicle and Ab1-42,
334,159,1.1 - Ensaio de redução de MTT e análogos,Figure 7,Control and Ab42,
335,160,1.1 - Ensaio de redução de MTT e análogos,Figure 4A,Control (-/-/-) and Ab42 25uM (+/-/-),
336,162,1.1 - Ensaio de redução de MTT e análogos,Table 5,DMSO and 25umol/L Ab42,
337,162,1.1 - Ensaio de redução de MTT e análogos,Table 5,DMSO and 50umol/L Ab42,
338,162,1.1 - Ensaio de redução de MTT e análogos,Table 5,DMSO and 100umol/L Ab42,
339,42,1.1 - Ensaio de redução de MTT e análogos,Figure 7C,Control Ab40 (barra cinza claro),
340,52,2.2 - Marcadores diretos de apoptose,Figure 3B,0 NTU283 Ab- and 0 NTU283 Ab+,
