"";"Screening.ID";"rayyan.key";"doi";"Status";"Motivo.para.exclusão";"Observações.gerais.do.artigo";"Quem";"Outcomes";"X.U.FEFF.Outcomes.ID";"Método";"Figura";"Grupos";"Observações.gerais.da.figura.ou.desfecho"
"1229";130;"rayyan-115927099";"10.1016/j.bbrc.2009.06.077";"Incluído";"";"";"Giovanna Nogueira";"257,258,259,260,261,262,263,264,265,266,267,268,269,270";269;"1.1 - Ensaio de redução de MTT e análogos";"Figure 4B";"Control (PBS) and Ab alone (white bar) 14 days";""
"1230";130;"rayyan-115927099";"10.1016/j.bbrc.2009.06.077";"Incluído";"";"";"Giovanna Nogueira";"257,258,259,260,261,262,263,264,265,266,267,268,269,270";270;"1.1 - Ensaio de redução de MTT e análogos";"Figure 4B";"Control (PBS) and Ab alone (white bar) 21 days";""
"1231";133;"rayyan-115924582";"10.4103/0971-5916.164254";"Incluído";"";"";"Giovanna Nogueira";"273,274,275,276";273;"1.1 - Ensaio de redução de MTT e análogos";"Figure 3";"Control e 0 Icariin (Ab42 presente)";""
"1232";133;"rayyan-115924582";"10.4103/0971-5916.164254";"Incluído";"";"";"Giovanna Nogueira";"273,274,275,276";274;"1.1 - Ensaio de redução de MTT e análogos";"Figure 4";"Control (-/-/-) and Ab (+/-/-)";""
"1233";133;"rayyan-115924582";"10.4103/0971-5916.164254";"Incluído";"";"";"Giovanna Nogueira";"273,274,275,276";275;"1.1 - Ensaio de redução de MTT e análogos";"Figure 4";"Control (-/-/-) and Ab aggregate (-/+/-)";""
"1234";133;"rayyan-115924582";"10.4103/0971-5916.164254";"Incluído";"";"";"Giovanna Nogueira";"273,274,275,276";276;"3.3 - Produtos de estresse oxidativo";"Figure 5";"Control e 0 Icariin (Ab42 presente)";""
"1235";131;"rayyan-115923138";"10.1016/j.bmc.2018.06.018";"Incluído";"";"";"Giovanna Nogueira";"271";271;"1.1 - Ensaio de redução de MTT e análogos";"Figure 6A";"Control and Ab42";""
"1236";132;"rayyan-115921719";"10.1016/j.ijbiomac.2020.11.015";"Incluído";"";"";"Giovanna Nogueira";"272";272;"1.1 - Ensaio de redução de MTT e análogos";"Figure 7";"Control (-/-) and Ab42 (+/-)";""
"1237";134;"rayyan-115922788";"10.3390/md17020121";"Incluído";"";"";"Giovanna Nogueira";"277,278";277;"1.1 - Ensaio de redução de MTT e análogos";"Figure 5";"Control and Ab Oligomer 1.5uM";""
"1238";134;"rayyan-115922788";"10.3390/md17020121";"Incluído";"";"";"Giovanna Nogueira";"277,278";278;"2.1 - Indicadores diretos de morte";"Figure 6B";"Control and Ab Oligomer ";""
"1239";136;"rayyan-115928465";"10.1016/j.bbrc.2004.09.024";"Incluído";"";"";"Giovanna Nogueira";"279";279;"1.1 - Ensaio de redução de MTT e análogos";"Figure 4";"Control and Ab1-42";""
"1240";143;"rayyan-115925987";"10.2478/s11658-012-0018-3";"Incluído";"";"";"Giovanna Nogueira";"295,296,297,298,299,300";295;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1";"Control and 20uM Ab40";""
"1241";143;"rayyan-115925987";"10.2478/s11658-012-0018-3";"Incluído";"";"";"Giovanna Nogueira";"295,296,297,298,299,300";296;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1";"Control and 40uM Ab40";""
"1242";143;"rayyan-115925987";"10.2478/s11658-012-0018-3";"Incluído";"";"";"Giovanna Nogueira";"295,296,297,298,299,300";297;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1";"Control and 60uM Ab40";""
"1243";143;"rayyan-115925987";"10.2478/s11658-012-0018-3";"Incluído";"";"";"Giovanna Nogueira";"295,296,297,298,299,300";298;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1";"Control and 80uM Ab40";""
"1244";143;"rayyan-115925987";"10.2478/s11658-012-0018-3";"Incluído";"";"";"Giovanna Nogueira";"295,296,297,298,299,300";299;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1";"Control and 100uM Ab40";""
"1245";143;"rayyan-115925987";"10.2478/s11658-012-0018-3";"Incluído";"";"";"Giovanna Nogueira";"295,296,297,298,299,300";300;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1";"Control and 120uM Ab40";""
"1246";142;"rayyan-115922186";"10.1021/acsomega.9b03671";"Incluído";"";"";"Giovanna Nogueira";"287,288,289,290,291,292,293,294";287;"1.1 - Ensaio de redução de MTT e análogos";"Figure 3A";"Control (1) and Ab40 (2)";""
"1247";142;"rayyan-115922186";"10.1021/acsomega.9b03671";"Incluído";"";"";"Giovanna Nogueira";"287,288,289,290,291,292,293,294";288;"1.1 - Ensaio de redução de MTT e análogos";"Figure 3A";"Control (1) and Ab40 (3)";""
"1248";142;"rayyan-115922186";"10.1021/acsomega.9b03671";"Incluído";"";"";"Giovanna Nogueira";"287,288,289,290,291,292,293,294";289;"1.1 - Ensaio de redução de MTT e análogos";"Figure 3A";"Control (1) and Ab40 (4)";""
"1249";142;"rayyan-115922186";"10.1021/acsomega.9b03671";"Incluído";"";"";"Giovanna Nogueira";"287,288,289,290,291,292,293,294";290;"1.1 - Ensaio de redução de MTT e análogos";"Figure 3A";"Control (1) and Ab40 (5)";""
"1250";142;"rayyan-115922186";"10.1021/acsomega.9b03671";"Incluído";"";"";"Giovanna Nogueira";"287,288,289,290,291,292,293,294";291;"1.1 - Ensaio de redução de MTT e análogos";"Figure 3B";"Control (1) and Ab40 (2)";""
"1251";142;"rayyan-115922186";"10.1021/acsomega.9b03671";"Incluído";"";"";"Giovanna Nogueira";"287,288,289,290,291,292,293,294";292;"1.1 - Ensaio de redução de MTT e análogos";"Figure 3B";"Control (1) and Ab40 (3)";""
"1252";142;"rayyan-115922186";"10.1021/acsomega.9b03671";"Incluído";"";"";"Giovanna Nogueira";"287,288,289,290,291,292,293,294";293;"1.1 - Ensaio de redução de MTT e análogos";"Figure 3B";"Control (1) and Ab40 (4)";""
"1253";142;"rayyan-115922186";"10.1021/acsomega.9b03671";"Incluído";"";"";"Giovanna Nogueira";"287,288,289,290,291,292,293,294";294;"1.1 - Ensaio de redução de MTT e análogos";"Figure 3B";"Control (1) and Ab40 (5)";""
"1254";141;"rayyan-115924207";"10.2174/1567205013666160625074520";"Incluído";"";"";"Giovanna Nogueira";"280,281,282,283,284,285,286";280;"1.1 - Ensaio de redução de MTT e análogos";"Figure 2A";"Control and 0,5uM Ab42";""
"1255";141;"rayyan-115924207";"10.2174/1567205013666160625074520";"Incluído";"";"";"Giovanna Nogueira";"280,281,282,283,284,285,286";281;"1.1 - Ensaio de redução de MTT e análogos";"Figure 2A";"Control and 1uM Ab42";""
"1256";141;"rayyan-115924207";"10.2174/1567205013666160625074520";"Incluído";"";"";"Giovanna Nogueira";"280,281,282,283,284,285,286";282;"1.1 - Ensaio de redução de MTT e análogos";"Figure 2A";"Control and 5uM Ab42";""
"1257";141;"rayyan-115924207";"10.2174/1567205013666160625074520";"Incluído";"";"";"Giovanna Nogueira";"280,281,282,283,284,285,286";283;"1.2 - Ensaio de liberação de LDH";"Figure 2B";"Control and 0,5uM Ab42";""
"1258";141;"rayyan-115924207";"10.2174/1567205013666160625074520";"Incluído";"";"";"Giovanna Nogueira";"280,281,282,283,284,285,286";284;"1.2 - Ensaio de liberação de LDH";"Figure 2B";"Control and 1uM Ab42";""
"1259";141;"rayyan-115924207";"10.2174/1567205013666160625074520";"Incluído";"";"";"Giovanna Nogueira";"280,281,282,283,284,285,286";285;"1.2 - Ensaio de liberação de LDH";"Figure 2B";"Control and 5uM Ab42";""
"1260";141;"rayyan-115924207";"10.2174/1567205013666160625074520";"Incluído";"";"";"Giovanna Nogueira";"280,281,282,283,284,285,286";286;"1.2 - Ensaio de liberação de LDH";"Figure 7";"Control and Ab42 20uM";""
"1261";145;"rayyan-115923896";"10.2174/1567205014666170117104053";"Incluído";"";"";"Giovanna Nogueira";"301,302";301;"1.1 - Ensaio de redução de MTT e análogos";"Figure 7A";"Untreated and Ab42 5uM (5,5mM glucose)";""
"1262";145;"rayyan-115923896";"10.2174/1567205014666170117104053";"Incluído";"";"";"Giovanna Nogueira";"301,302";302;"1.1 - Ensaio de redução de MTT e análogos";"Figure 7A";"Untreated and Ab42 5uM (30,5mM glucose)";""
"1263";147;"rayyan-115929218";"10.1046/j.1471-4159.2001.00419.x.";"Incluído";"";"";"Giovanna Nogueira";"303,304,305";303;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1a";"Untreated and Abeta (white bar)";""
"1264";147;"rayyan-115929218";"10.1046/j.1471-4159.2001.00419.x.";"Incluído";"";"";"Giovanna Nogueira";"303,304,305";304;"2.2 - Marcadores diretos de apoptose";"Table 1";"Control and Abeta";""
"1265";147;"rayyan-115929218";"10.1046/j.1471-4159.2001.00419.x.";"Incluído";"";"";"Giovanna Nogueira";"303,304,305";305;"1.1 - Ensaio de redução de MTT e análogos";"Figure 4";"Untreated and Abeta (black bar)";""
"1266";149;"rayyan-115926312";"10.1016/j.jep.2011.06.046";"Incluído";"";"";"Giovanna Nogueira";"306,307";306;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0/0) and Ab treated (25uM/0)";""
"1267";149;"rayyan-115926312";"10.1016/j.jep.2011.06.046";"Incluído";"";"";"Giovanna Nogueira";"306,307";307;"3.1 - Níveis de espécies reativas de oxigênio";"Figure 1B";"Control (0/0) and Ab treated (25uM/0)";""
"1268";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";308;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 0,5uM Ab42";""
"1269";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";309;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 1uM Ab42";""
"1270";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";310;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 2uM Ab42";""
"1271";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";311;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 5uM Ab42";""
"1272";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";312;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 10uM Ab42";""
"1273";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";313;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 20uM Ab42";""
"1274";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";314;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 0,5uM Ab43";""
"1275";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";315;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 1uM Ab43";""
"1276";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";316;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 2uM Ab43";""
"1277";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";317;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 5uM Ab43";""
"1278";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";318;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 10uM Ab43";""
"1279";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";319;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 20uM Ab43";""
"1280";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";320;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 0,5uM Ab40";""
"1281";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";321;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 1uM Ab40";""
"1282";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";322;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 2uM Ab40";""
"1283";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";323;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 5uM Ab40";""
"1284";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";324;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 10uM Ab40";""
"1285";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";325;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1A";"Control (0) and 20uM Ab40";""
"1286";150;"rayyan-115923709";"10.1016/j.neures.2017.05.005";"Incluído";"";"";"Giovanna Nogueira";"308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326";326;"1.1 - Ensaio de redução de MTT e análogos";"Figure 1C";"Control (0 - white bar) and 0 REB/10uM Ab43";""
"1287";153;"rayyan-115922696";"10.1074/jbc.RA118.006846";"Incluído";"";"";"Giovanna Nogueira";"328,329,330,332,333,331";328;"1.1 - Ensaio de redução de MTT e análogos";"Figure 3A";"Vehicle and Ab1-42";""
"1288";153;"rayyan-115922696";"10.1074/jbc.RA118.006846";"Incluído";"";"";"Giovanna Nogueira";"328,329,330,332,333,331";329;"1.2 - Ensaio de liberação de LDH";"Figure 3B";"Vehicle and Ab1-42";""
"1289";153;"rayyan-115922696";"10.1074/jbc.RA118.006846";"Incluído";"";"";"Giovanna Nogueira";"328,329,330,332,333,331";330;"2.2 - Marcadores diretos de apoptose";"Figure 3C";"Vehicle and Ab1-42";""
"1290";153;"rayyan-115922696";"10.1074/jbc.RA118.006846";"Incluído";"";"";"Giovanna Nogueira";"328,329,330,332,333,331";331;"3.2 - Dano ao potencial de membrana mitocondrial";"Figure 4A";"Vehicle and Ab1-42";""
"1291";153;"rayyan-115922696";"10.1074/jbc.RA118.006846";"Incluído";"";"";"Giovanna Nogueira";"328,329,330,332,333,331";332;"3.2 - Dano ao potencial de membrana mitocondrial";"Figure 4B";"Vehicle and Ab1-42";""
"1292";153;"rayyan-115922696";"10.1074/jbc.RA118.006846";"Incluído";"";"";"Giovanna Nogueira";"328,329,330,332,333,331";333;"3.1 - Níveis de espécies reativas de oxigênio";"Figure 4C";"Vehicle and Ab1-42";""
"1293";152;"rayyan-115937447";"10.1016/s0006-8993(96)00733-0";"Incluído";"";"";"Giovanna Nogueira";"327";327;"1.2 - Ensaio de liberação de LDH";"Figure 5";"Control (DMSO) and bA4 1-40";""
"1294";159;"rayyan-115925920";"10.3390/molecules17078312";"Incluído";"";"";"Giovanna Nogueira";"334";334;"1.1 - Ensaio de redução de MTT e análogos";"Figure 7";"Control and Ab42";""
"1295";160;"rayyan-115927676";"10.1002/jnr.21397";"Incluído";"";"";"Giovanna Nogueira";"335";335;"1.1 - Ensaio de redução de MTT e análogos";"Figure 4A";"Control (-/-/-) and Ab42 25uM (+/-/-)";""
"1296";162;"rayyan-115922018";"10.12659/MSMBR.924203";"Incluído";"";"";"Giovanna Nogueira";"336,337,338";336;"1.1 - Ensaio de redução de MTT e análogos";"Table 5";"DMSO and 25umol/L Ab42";""
"1297";162;"rayyan-115922018";"10.12659/MSMBR.924203";"Incluído";"";"";"Giovanna Nogueira";"336,337,338";337;"1.1 - Ensaio de redução de MTT e análogos";"Table 5";"DMSO and 50umol/L Ab42";""
"1298";162;"rayyan-115922018";"10.12659/MSMBR.924203";"Incluído";"";"";"Giovanna Nogueira";"336,337,338";338;"1.1 - Ensaio de redução de MTT e análogos";"Table 5";"DMSO and 100umol/L Ab42";""
"1299";10;"rayyan-115922817";"10.1016/j.trci.2018.12.003";"Excluído";"7 - Não inclui uma medida de toxicidade";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1300";11;"rayyan-115935545";"10.1517/17460441.2.9.1273";"Excluído";"2 - Não apresenta dados originais";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1301";12;"rayyan-115937195";"10.1023/a:1020754807671";"Excluído";"4 - Não usa célula SHSY-5Y como modelo";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1302";13;"rayyan-115923058";"10.1039/C8TB00206A";"Excluído";"3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1303";14;"rayyan-115924575";"10.1016/j.ejmech.2015.08.052";"Excluído";"3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1304";15;"rayyan-115924381";"10.1155/2015/153684";"Incluído";"";"";"Giulia Scarcella Cancelliero";"16";16;"1.1 - Ensaio de redução de MTT e análogos";"figura 2";"control vs. Aß(1-42)";""
"1305";16;"rayyan-115923072";"10.12659/MSM.908765";"Excluído";"7 - Não inclui uma medida de toxicidade";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1306";17;"rayyan-115925578";"10.3892/ijmm.2013.1407";"Excluído";"4 - Não usa célula SHSY-5Y como modelo";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1307";18;"rayyan-115923365";"10.1016/j.ejmech.2018.01.055";"Excluído";"3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1308";19;"rayyan-115922079";"10.1007/s00401-020-02152-8";"Excluído";"4 - Não usa célula SHSY-5Y como modelo";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1309";20;"rayyan-115935791";"10.1016/j.steroids.2006.05.003";"Excluído";"4 - Não usa célula SHSY-5Y como modelo";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1310";21;"rayyan-115937405";"10.1523/JNEUROSCI.17-05-01683.1997";"Excluído";"4 - Não usa célula SHSY-5Y como modelo";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1311";22;"rayyan-115935504";"10.1016/j.neuint.2007.04.002";"Excluído";"5 - Não usa isoformas de 37 a 43 aminoácidos";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1312";23;"rayyan-115926496";"10.3109/14756366.2010.548329";"Excluído";"3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1313";24;"rayyan-115936367";"10.1002/ana.10761";"Excluído";"6 - Não inclui um controle adequado";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1314";25;"rayyan-115924880";"10.1016/j.carres.2014.07.020";"Incluído";"";"";"Giulia Scarcella Cancelliero";"17";17;"1.4 - Viabilidade celular (outros)";"figura 5";"no treatment vs. Aß";""
"1315";26;"rayyan-115922800";"10.1021/acs.jmedchem.8b01949";"Excluído";"4 - Não usa célula SHSY-5Y como modelo";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1316";27;"rayyan-115925655";"10.1039/c3dt50406a";"Incluído";"";"";"Giulia Scarcella Cancelliero";"18";18;"1.1 - Ensaio de redução de MTT e análogos";"figura 6";"ct vs. Aß";""
"1317";28;"rayyan-115922994";"10.3390/molecules23102540";"Excluído";"3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1318";29;"rayyan-115930633";"10.3389/fnmol.2020.00120";"Excluído";"7 - Não inclui uma medida de toxicidade";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1319";30;"rayyan-115926229";"10.1111/j.1747-0285.2011.01259.x";"Excluído";"5 - Não usa isoformas de 37 a 43 aminoácidos";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1320";31;"rayyan-115922280";"10.1016/j.neulet.2020.134741";"Excluído";"5 - Não usa isoformas de 37 a 43 aminoácidos";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1321";32;"rayyan-115936288";"10.1097/01.wnr.0000121231.63082.8a";"Excluído";"6 - Não inclui um controle adequado";"utiliza células alteradas geneticamente";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1322";33;"rayyan-115936791";"10.1046/j.1365-2990.2002.39286_55.x";"Excluído";"5 - Não usa isoformas de 37 a 43 aminoácidos";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1323";34;"rayyan-115936857";"10.4049/jimmunol.166.6.4154";"Excluído";"6 - Não inclui um controle adequado";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1324";35;"rayyan-115936334";"10.3233/jad-2004-6104";"Excluído";"5 - Não usa isoformas de 37 a 43 aminoácidos";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1325";36;"rayyan-115934663";"10.2174/156720510791383787";"Incluído";"";"";"Giulia Scarcella Cancelliero";"39,40,41,42,43,44,45,46,47,48,49";39;"1.1 - Ensaio de redução de MTT e análogos";"figura 1a";"100% viability vs. 1 (Aß1-42 concentration (µM)";"undifferentiated cells"
"1326";36;"rayyan-115934663";"10.2174/156720510791383787";"Incluído";"";"";"Giulia Scarcella Cancelliero";"39,40,41,42,43,44,45,46,47,48,49";40;"1.1 - Ensaio de redução de MTT e análogos";"figura 1a";"100% viability vs. 5 (Aß1-42 concentration (µM)";"undifferentiated cells"
"1327";36;"rayyan-115934663";"10.2174/156720510791383787";"Incluído";"";"";"Giulia Scarcella Cancelliero";"39,40,41,42,43,44,45,46,47,48,49";41;"1.1 - Ensaio de redução de MTT e análogos";"figura 1a";"100% viability vs. 10 (Aß1-42 concentration (µM)";"undifferentiated cells"
"1328";36;"rayyan-115934663";"10.2174/156720510791383787";"Incluído";"";"";"Giulia Scarcella Cancelliero";"39,40,41,42,43,44,45,46,47,48,49";42;"1.1 - Ensaio de redução de MTT e análogos";"figura 1a";"100% viability vs. 15 (Aß1-42 concentration (µM)";"undifferentiated cells"
"1329";36;"rayyan-115934663";"10.2174/156720510791383787";"Incluído";"";"";"Giulia Scarcella Cancelliero";"39,40,41,42,43,44,45,46,47,48,49";43;"1.1 - Ensaio de redução de MTT e análogos";"figura 1a";"100% viability vs. 1 (Aß1-42 concentration (µM)";"differentiated cells"
"1330";36;"rayyan-115934663";"10.2174/156720510791383787";"Incluído";"";"";"Giulia Scarcella Cancelliero";"39,40,41,42,43,44,45,46,47,48,49";44;"1.1 - Ensaio de redução de MTT e análogos";"figura 1a";"100% viability vs. 5 (Aß1-42 concentration (µM)";"differentiated cells"
"1331";36;"rayyan-115934663";"10.2174/156720510791383787";"Incluído";"";"";"Giulia Scarcella Cancelliero";"39,40,41,42,43,44,45,46,47,48,49";45;"1.1 - Ensaio de redução de MTT e análogos";"figura 1a";"100% viability vs. 10 (Aß1-42 concentration (µM)";"differentiated cells"
"1332";36;"rayyan-115934663";"10.2174/156720510791383787";"Incluído";"";"";"Giulia Scarcella Cancelliero";"39,40,41,42,43,44,45,46,47,48,49";46;"1.1 - Ensaio de redução de MTT e análogos";"figura 1a";"100% viability vs. 15 (Aß1-42 concentration (µM)";"differentiated cells"
"1333";36;"rayyan-115934663";"10.2174/156720510791383787";"Incluído";"";"";"Giulia Scarcella Cancelliero";"39,40,41,42,43,44,45,46,47,48,49";47;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"100% viability vs. Aßto";""
"1334";36;"rayyan-115934663";"10.2174/156720510791383787";"Incluído";"";"";"Giulia Scarcella Cancelliero";"39,40,41,42,43,44,45,46,47,48,49";48;"1.1 - Ensaio de redução de MTT e análogos";"figura 2a";"100% viability vs. Aß";""
"1335";36;"rayyan-115934663";"10.2174/156720510791383787";"Incluído";"";"";"Giulia Scarcella Cancelliero";"39,40,41,42,43,44,45,46,47,48,49";49;"2.1 - Indicadores diretos de morte";"figura 4";"control vs. Aß";""
"1336";37;"rayyan-115937132";"10.1046/j.1471-4159.1999.0722498.x.";"Excluído";"4 - Não usa célula SHSY-5Y como modelo";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1337";38;"rayyan-115923333";"10.1016/j.jep.2018.02.025";"Excluído";"3 - Não descreve experimentos com a administração do peptídeo ß-amiloide com formulação quimicamente definida";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
"1338";39;"rayyan-115922231";"10.1111/jfbc.13162";"Incluído";"";"";"Giulia Scarcella Cancelliero";"19,20,21,22,23";19;"1.1 - Ensaio de redução de MTT e análogos";"figura 2b";"- vs. 5";""
"1339";39;"rayyan-115922231";"10.1111/jfbc.13162";"Incluído";"";"";"Giulia Scarcella Cancelliero";"19,20,21,22,23";20;"1.1 - Ensaio de redução de MTT e análogos";"figura 2b";"- vs. 10";""
"1340";39;"rayyan-115922231";"10.1111/jfbc.13162";"Incluído";"";"";"Giulia Scarcella Cancelliero";"19,20,21,22,23";21;"1.1 - Ensaio de redução de MTT e análogos";"figura 2b";"- vs. 20";""
"1341";39;"rayyan-115922231";"10.1111/jfbc.13162";"Incluído";"";"";"Giulia Scarcella Cancelliero";"19,20,21,22,23";22;"1.1 - Ensaio de redução de MTT e análogos";"figura 2b";"- vs. 30";""
"1342";39;"rayyan-115922231";"10.1111/jfbc.13162";"Incluído";"";"";"Giulia Scarcella Cancelliero";"19,20,21,22,23";23;"1.1 - Ensaio de redução de MTT e análogos";"figura 2b";"-- vs. +-";""
"1343";40;"rayyan-115931790";"10.1096/fj.201700736RR";"Excluído";"7 - Não inclui uma medida de toxicidade";"";"Giulia Scarcella Cancelliero";"";NA;NA;NA;NA;NA
